Game_Date,Team_Name,Location,Q1,Q2,Q3,Q4,Total_Score
2023-11-08T00:00:00,Nets,Home,13,33,27,27,100
2023-11-06T00:00:00,Nets,Home,32,35,27,31,125
2023-11-04T00:00:00,Nets,Home,34,24,30,26,114
2023-11-03T00:00:00,Nets,Away,35,24,19,31,109
2023-11-01T00:00:00,Nets,Away,29,17,29,34,109
2023-10-30T00:00:00,Nets,Away,42,24,33,34,133
2023-10-27T00:00:00,Nets,Away,25,34,30,31,120
2023-10-25T00:00:00,Nets,Home,32,31,24,26,113
2023-12-16T00:00:00,Knicks,Away,33,33,32,24,122
2023-12-15T00:00:00,Knicks,Away,31,32,34,42,139
2023-12-13T00:00:00,Knicks,Away,31,19,34,29,113
2023-12-11T00:00:00,Knicks,Home,35,31,32,38,136
2023-12-08T00:00:00,Knicks,Away,32,33,30,28,123
2023-12-05T00:00:00,Knicks,Away,35,37,24,26,122
2023-12-01T00:00:00,Knicks,Away,34,23,33,29,119
2023-11-30T00:00:00,Knicks,Home,31,23,31,33,118
2023-11-28T00:00:00,Knicks,Home,29,24,27,35,115
2023-11-26T00:00:00,Knicks,Home,22,34,36,21,113
2023-11-24T00:00:00,Knicks,Home,25,26,20,29,100
2023-11-20T00:00:00,Knicks,Away,28,28,19,25,100
2023-11-18T00:00:00,Knicks,Away,30,31,28,33,122
2023-11-17T00:00:00,Knicks,Away,35,30,24,31,120
2023-11-15T00:00:00,Knicks,Away,33,24,30,29,116
2023-11-13T00:00:00,Knicks,Away,24,29,23,22,98
2023-11-12T00:00:00,Knicks,Home,32,32,35,30,129
2023-11-08T00:00:00,Knicks,Home,33,32,34,27,126
2023-11-06T00:00:00,Knicks,Home,19,23,34,35,111
2023-11-03T00:00:00,Knicks,Away,25,21,30,29,105
2023-11-01T00:00:00,Knicks,Home,22,28,13,26,89
2023-10-31T00:00:00,Knicks,Away,28,30,28,23,109
2023-10-28T00:00:00,Knicks,Away,12,25,31,19,87
2023-10-27T00:00:00,Knicks,Away,35,34,31,26,126
2023-10-25T00:00:00,Knicks,Home,18,28,27,31,104
2023-12-17T00:00:00,Magic,Away,31,19,24,23,97
2023-12-15T00:00:00,Magic,Away,24,27,27,33,111
2023-12-11T00:00:00,Magic,Home,22,29,30,23,104
2023-12-08T00:00:00,Magic,Home,28,30,35,30,123
2023-12-06T00:00:00,Magic,Away,20,32,34,25,111
2023-12-02T00:00:00,Magic,Away,22,29,34,16,101
2023-12-01T00:00:00,Magic,Home,31,27,34,38,130
2023-11-29T00:00:00,Magic,Home,31,35,36,37,139
2023-11-26T00:00:00,Magic,Home,25,36,31,38,130
2023-11-24T00:00:00,Magic,Home,19,29,29,36,113
2023-11-22T00:00:00,Magic,Home,28,28,26,42,124
2023-11-21T00:00:00,Magic,Home,30,37,33,26,126
2023-11-19T00:00:00,Magic,Away,42,36,29,21,128
2023-11-17T00:00:00,Magic,Away,23,25,29,26,103
2023-11-15T00:00:00,Magic,Away,21,29,23,23,96
2023-11-14T00:00:00,Magic,Away,24,36,26,18,104
2023-11-11T00:00:00,Magic,Home,29,36,23,24,112
2023-11-09T00:00:00,Magic,Home,34,35,29,21,119
2023-11-06T00:00:00,Magic,Home,33,33,17,19,102
2023-11-04T00:00:00,Magic,Home,39,28,34,19,120
2023-11-02T00:00:00,Magic,Away,30,36,24,25,115
2023-10-31T00:00:00,Magic,Away,18,32,21,31,102
2023-10-30T00:00:00,Magic,Away,24,34,22,23,103
2023-10-27T00:00:00,Magic,Away,31,32,19,20,102
2023-10-25T00:00:00,Magic,Home,29,25,33,29,116
2023-12-16T00:00:00,Pacers,Away,20,35,23,31,109
2023-12-15T00:00:00,Pacers,Away,37,18,32,36,123
2023-12-13T00:00:00,Pacers,Away,33,30,31,32,126
2023-12-11T00:00:00,Pacers,Away,33,33,32,33,131
2023-12-07T00:00:00,Pacers,Away,27,36,28,37,128
2023-12-04T00:00:00,Pacers,Home,22,26,37,37,122
2023-12-02T00:00:00,Pacers,Away,25,40,41,38,144
2023-11-30T00:00:00,Pacers,Away,38,35,27,32,132
2023-11-27T00:00:00,Pacers,Home,34,26,23,27,110
2023-11-24T00:00:00,Pacers,Home,33,28,36,39,136
2023-11-22T00:00:00,Pacers,Home,35,30,36,30,131
2023-11-21T00:00:00,Pacers,Away,34,39,46,38,157
2023-11-19T00:00:00,Pacers,Home,21,23,34,38,116
2023-11-14T00:00:00,Pacers,Away,36,27,32,37,132
2023-11-12T00:00:00,Pacers,Away,27,33,39,27,126
2023-11-09T00:00:00,Pacers,Home,38,28,27,33,126
2023-11-08T00:00:00,Pacers,Home,29,38,34,33,134
2023-11-06T00:00:00,Pacers,Home,44,42,33,33,152
2023-11-04T00:00:00,Pacers,Home,27,19,50,28,124
2023-11-03T00:00:00,Pacers,Home,36,34,18,33,121
2023-11-01T00:00:00,Pacers,Away,27,27,17,33,104
2023-10-30T00:00:00,Pacers,Home,30,25,28,22,105
2023-10-28T00:00:00,Pacers,Away,31,29,31,34,125
2023-10-25T00:00:00,Pacers,Home,34,39,37,33,143
2023-12-16T00:00:00,76ers,Away,33,40,27,35,135
2023-12-15T00:00:00,76ers,Home,26,35,33,30,124
2023-12-13T00:00:00,76ers,Away,39,31,34,25,129
2023-12-11T00:00:00,76ers,Home,43,32,37,34,146
2023-12-08T00:00:00,76ers,Home,35,27,31,32,125
2023-12-06T00:00:00,76ers,Away,25,35,39,32,131
2023-12-01T00:00:00,76ers,Away,36,36,25,22,119
2023-11-29T00:00:00,76ers,Away,24,24,33,33,114
2023-11-27T00:00:00,76ers,Home,32,36,30,40,138
2023-11-25T00:00:00,76ers,Away,29,36,28,34,127
2023-11-22T00:00:00,76ers,Away,20,29,30,20,99
2023-11-21T00:00:00,76ers,Home,24,29,26,31,110
2023-11-19T00:00:00,76ers,Away,23,38,33,27,121
2023-11-17T00:00:00,76ers,Away,30,27,37,32,126
2023-11-15T00:00:00,76ers,Home,22,36,17,32,107
2023-11-14T00:00:00,76ers,Home,30,24,40,32,126
2023-11-12T00:00:00,76ers,Home,38,31,31,37,137
2023-11-10T00:00:00,76ers,Away,21,27,35,31,114
2023-11-08T00:00:00,76ers,Home,22,39,20,25,106
2023-11-06T00:00:00,76ers,Home,33,42,45,26,146
2023-11-04T00:00:00,76ers,Home,25,27,28,32,112
2023-11-02T00:00:00,76ers,Home,30,28,32,24,114
2023-10-29T00:00:00,76ers,Home,36,30,33,27,126
2023-10-28T00:00:00,76ers,Away,27,29,35,23,114
2023-10-26T00:00:00,76ers,Away,23,31,31,32,117
2023-12-17T00:00:00,Suns,Home,21,25,35,31,112
2023-12-15T00:00:00,Suns,Home,30,38,31,23,122
2023-12-13T00:00:00,Suns,Home,22,34,32,24,112
2023-12-12T00:00:00,Suns,Home,25,28,35,31,119
2023-12-08T00:00:00,Suns,Home,26,33,12,35,106
2023-12-05T00:00:00,Suns,Away,23,24,35,21,103
2023-12-02T00:00:00,Suns,Home,27,23,34,32,116
2023-12-01T00:00:00,Suns,Home,30,33,28,20,111
2023-11-29T00:00:00,Suns,Away,20,33,27,25,105
2023-11-26T00:00:00,Suns,Away,34,30,31,21,116
2023-11-24T00:00:00,Suns,Away,29,33,19,29,110
2023-11-22T00:00:00,Suns,Home,26,37,28,32,123
2023-11-21T00:00:00,Suns,Home,34,22,38,26,120
2023-11-19T00:00:00,Suns,Away,30,31,24,30,115
2023-11-17T00:00:00,Suns,Away,41,34,27,29,131
2023-11-15T00:00:00,Suns,Home,35,41,34,23,133
2023-11-12T00:00:00,Suns,Home,29,30,27,13,99
2023-11-10T00:00:00,Suns,Home,34,29,33,23,119
2023-11-08T00:00:00,Suns,Away,36,21,31,19,107
2023-11-05T00:00:00,Suns,Away,28,30,34,28,120
2023-11-04T00:00:00,Suns,Away,24,21,30,25,100
2023-11-02T00:00:00,Suns,Home,20,35,34,32,121
2023-10-31T00:00:00,Suns,Home,27,36,32,19,114
2023-10-28T00:00:00,Suns,Home,37,29,40,20,126
2023-10-26T00:00:00,Suns,Away,30,22,32,11,95
2023-10-24T00:00:00,Suns,Away,28,33,19,28,108
2023-12-17T00:00:00,Trail Blazers,Home,23,26,35,30,114
2023-12-16T00:00:00,Trail Blazers,Home,39,24,36,21,120
2023-12-14T00:00:00,Trail Blazers,Home,30,24,22,38,114
2023-12-11T00:00:00,Trail Blazers,Away,32,33,34,28,127
2023-12-08T00:00:00,Trail Blazers,Home,22,38,30,22,112
2023-12-06T00:00:00,Trail Blazers,Away,26,29,31,20,106
2023-12-02T00:00:00,Trail Blazers,Away,24,20,30,32,106
2023-11-30T00:00:00,Trail Blazers,Away,22,18,34,29,103
2023-11-27T00:00:00,Trail Blazers,Away,30,35,18,31,114
2023-11-26T00:00:00,Trail Blazers,Away,31,37,20,14,102
2023-11-22T00:00:00,Trail Blazers,Home,32,33,24,32,121
2023-11-21T00:00:00,Trail Blazers,Away,21,30,31,25,107
2023-11-19T00:00:00,Trail Blazers,Home,21,22,23,25,91
2023-11-17T00:00:00,Trail Blazers,Home,23,27,25,20,95
2023-11-15T00:00:00,Trail Blazers,Home,25,22,28,20,95
2023-11-14T00:00:00,Trail Blazers,Away,28,30,28,13,99
2023-11-12T00:00:00,Trail Blazers,Away,28,29,23,30,110
2023-11-08T00:00:00,Trail Blazers,Away,29,31,24,27,111
2023-11-05T00:00:00,Trail Blazers,Home,32,23,31,14,100
2023-11-03T00:00:00,Trail Blazers,Home,33,21,22,26,102
2023-11-01T00:00:00,Trail Blazers,Away,26,21,36,27,110
2023-10-30T00:00:00,Trail Blazers,Away,21,26,33,19,99
2023-10-29T00:00:00,Trail Blazers,Away,28,32,21,17,98
2023-10-27T00:00:00,Trail Blazers,Home,26,29,25,17,97
2023-10-25T00:00:00,Trail Blazers,Away,20,27,26,38,111
2023-12-16T00:00:00,Kings,Home,35,27,44,19,125
2023-12-14T00:00:00,Kings,Home,29,30,41,28,128
2023-12-12T00:00:00,Kings,Away,24,24,22,29,99
2023-12-11T00:00:00,Kings,Home,26,28,44,33,131
2023-12-08T00:00:00,Kings,Away,24,26,33,31,114
2023-12-04T00:00:00,Kings,Home,36,25,30,26,117
2023-12-02T00:00:00,Kings,Home,25,39,24,35,123
2023-11-29T00:00:00,Kings,Home,27,23,31,36,117
2023-11-28T00:00:00,Kings,Home,29,26,40,29,124
2023-11-24T00:00:00,Kings,Away,38,32,22,32,124
2023-11-22T00:00:00,Kings,Away,30,20,29,33,112
2023-11-20T00:00:00,Kings,Away,31,22,16,24,93
2023-11-19T00:00:00,Kings,Away,35,35,37,22,129
2023-11-17T00:00:00,Kings,Away,29,33,33,34,129
2023-11-15T00:00:00,Kings,Away,38,34,32,21,125
2023-11-13T00:00:00,Kings,Home,33,35,42,22,132
2023-11-10T00:00:00,Kings,Home,34,19,22,30,105
2023-11-08T00:00:00,Kings,Home,34,22,29,26,111
2023-11-06T00:00:00,Kings,Away,22,20,18,37,97
2023-11-04T00:00:00,Kings,Away,19,34,15,21,89
2023-11-01T00:00:00,Kings,Away,31,24,24,22,101
2023-10-29T00:00:00,Kings,Home,41,25,21,28,115
2023-10-27T00:00:00,Kings,Home,29,28,27,30,114
2023-10-25T00:00:00,Kings,Away,32,40,33,25,130
2023-12-17T00:00:00,Spurs,Home,20,31,27,32,110
2023-12-15T00:00:00,Spurs,Home,42,27,29,31,129
2023-12-13T00:00:00,Spurs,Home,26,24,24,45,119
2023-12-11T00:00:00,Spurs,Away,21,26,15,20,82
2023-12-08T00:00:00,Spurs,Home,33,30,20,29,112
2023-12-06T00:00:00,Spurs,Away,22,31,18,23,94
2023-12-01T00:00:00,Spurs,Away,31,30,20,25,106
2023-11-30T00:00:00,Spurs,Home,35,31,39,30,135
2023-11-26T00:00:00,Spurs,Away,35,25,24,36,120
2023-11-24T00:00:00,Spurs,Away,35,20,26,31,112
2023-11-22T00:00:00,Spurs,Home,14,34,22,32,102
2023-11-20T00:00:00,Spurs,Home,27,28,22,22,99
2023-11-18T00:00:00,Spurs,Home,35,33,26,14,108
2023-11-17T00:00:00,Spurs,Home,31,31,32,26,120
2023-11-14T00:00:00,Spurs,Away,25,23,18,21,87
2023-11-12T00:00:00,Spurs,Home,29,24,31,29,113
2023-11-10T00:00:00,Spurs,Home,27,27,19,37,110
2023-11-08T00:00:00,Spurs,Away,16,35,21,33,105
2023-11-06T00:00:00,Spurs,Away,28,33,26,24,111
2023-11-05T00:00:00,Spurs,Home,26,28,32,24,110
2023-11-02T00:00:00,Spurs,Away,39,36,28,29,132
2023-10-31T00:00:00,Spurs,Away,18,27,37,33,115
2023-10-29T00:00:00,Spurs,Away,17,20,23,23,83
2023-10-27T00:00:00,Spurs,Home,25,27,24,35,111
2023-10-25T00:00:00,Spurs,Home,43,25,23,28,119
2023-12-16T00:00:00,Thunder,Away,27,27,31,33,118
2023-12-14T00:00:00,Thunder,Away,30,23,39,31,123
2023-12-11T00:00:00,Thunder,Home,34,32,45,23,134
2023-12-08T00:00:00,Thunder,Home,19,37,33,29,118
2023-12-06T00:00:00,Thunder,Away,22,28,24,27,101
2023-12-02T00:00:00,Thunder,Away,33,39,35,19,126
2023-11-30T00:00:00,Thunder,Home,30,42,36,25,133
2023-11-28T00:00:00,Thunder,Away,29,32,17,25,103
2023-11-25T00:00:00,Thunder,Home,31,30,21,41,123
2023-11-22T00:00:00,Thunder,Home,26,24,34,32,116
2023-11-19T00:00:00,Thunder,Away,33,43,25,33,134
2023-11-18T00:00:00,Thunder,Away,33,18,34,32,117
2023-11-16T00:00:00,Thunder,Away,39,28,27,34,128
2023-11-14T00:00:00,Thunder,Home,28,30,33,32,123
2023-11-12T00:00:00,Thunder,Away,29,25,26,31,111
2023-11-10T00:00:00,Thunder,Away,20,22,28,28,98
2023-11-08T00:00:00,Thunder,Home,36,34,29,29,128
2023-11-06T00:00:00,Thunder,Home,29,29,38,30,126
2023-11-03T00:00:00,Thunder,Home,33,34,39,33,139
2023-11-01T00:00:00,Thunder,Home,33,18,26,29,106
2023-10-30T00:00:00,Thunder,Home,33,26,32,33,124
2023-10-29T00:00:00,Thunder,Home,23,28,24,20,95
2023-10-27T00:00:00,Thunder,Away,31,21,27,29,108
2023-10-25T00:00:00,Thunder,Away,33,28,30,33,124
2023-12-15T00:00:00,Raptors,Home,24,25,29,26,104
2023-12-13T00:00:00,Raptors,Home,31,33,39,32,135
2023-12-11T00:00:00,Raptors,Away,35,25,37,33,130
2023-12-08T00:00:00,Raptors,Away,22,32,23,39,116
2023-12-06T00:00:00,Raptors,Home,32,34,18,19,103
2023-12-01T00:00:00,Raptors,Home,26,31,20,29,106
2023-11-29T00:00:00,Raptors,Home,27,33,26,26,112
2023-11-28T00:00:00,Raptors,Away,21,23,31,28,103
2023-11-26T00:00:00,Raptors,Away,28,24,20,30,102
2023-11-24T00:00:00,Raptors,Home,36,26,31,28,121
2023-11-22T00:00:00,Raptors,Away,27,41,32,32,132
2023-11-21T00:00:00,Raptors,Away,23,33,26,25,107
2023-11-19T00:00:00,Raptors,Home,32,37,35,38,142
2023-11-17T00:00:00,Raptors,Home,32,17,32,24,105
2023-11-15T00:00:00,Raptors,Home,21,26,32,33,112
2023-11-13T00:00:00,Raptors,Home,25,20,36,30,111
2023-11-11T00:00:00,Raptors,Away,26,20,25,23,94
2023-11-08T00:00:00,Raptors,Away,27,35,37,28,127
2023-11-05T00:00:00,Raptors,Away,22,13,36,39,110
2023-11-02T00:00:00,Raptors,Away,26,23,28,22,99
2023-11-01T00:00:00,Raptors,Home,31,35,29,35,130
2023-10-30T00:00:00,Raptors,Home,25,25,24,17,91
2023-10-28T00:00:00,Raptors,Home,36,23,20,28,107
2023-10-27T00:00:00,Raptors,Away,18,17,33,25,93
2023-10-25T00:00:00,Raptors,Home,25,28,20,24,97
2023-12-16T00:00:00,Jazz,Away,23,27,26,28,104
2023-12-14T00:00:00,Jazz,Away,38,31,34,19,122
2023-12-13T00:00:00,Jazz,Home,22,30,37,28,117
2023-12-11T00:00:00,Jazz,Away,20,32,23,45,120
2023-12-08T00:00:00,Jazz,Home,26,20,29,28,103
2023-12-06T00:00:00,Jazz,Away,29,22,23,23,97
2023-12-02T00:00:00,Jazz,Home,21,35,28,22,106
2023-11-30T00:00:00,Jazz,Away,23,24,19,24,90
2023-11-29T00:00:00,Jazz,Away,25,17,25,24,91
2023-11-27T00:00:00,Jazz,Home,32,25,31,26,114
2023-11-25T00:00:00,Jazz,Home,22,21,25,37,105
2023-11-22T00:00:00,Jazz,Away,21,25,27,32,105
2023-11-21T00:00:00,Jazz,Away,17,24,34,24,99
2023-11-19T00:00:00,Jazz,Home,30,26,28,31,115
2023-11-17T00:00:00,Jazz,Home,38,37,24,29,128
2023-11-14T00:00:00,Jazz,Home,36,31,28,20,115
2023-11-10T00:00:00,Jazz,Away,34,42,27,24,127
2023-11-08T00:00:00,Jazz,Away,29,31,38,20,118
2023-11-06T00:00:00,Jazz,Away,32,20,26,35,113
2023-11-04T00:00:00,Jazz,Away,27,23,27,18,95
2023-11-02T00:00:00,Jazz,Home,34,24,28,27,113
2023-11-01T00:00:00,Jazz,Home,42,37,25,29,133
2023-10-30T00:00:00,Jazz,Away,21,24,24,33,102
2023-10-28T00:00:00,Jazz,Away,27,23,28,26,104
2023-10-27T00:00:00,Jazz,Home,33,30,26,31,120
2023-10-25T00:00:00,Jazz,Home,24,34,29,27,114
2023-12-15T00:00:00,Grizzlies,Home,29,26,19,22,96
2023-12-13T00:00:00,Grizzlies,Away,23,20,38,23,104
2023-12-11T00:00:00,Grizzlies,Home,24,27,28,34,113
2023-12-08T00:00:00,Grizzlies,Home,31,24,24,24,103
2023-12-06T00:00:00,Grizzlies,Away,31,21,30,34,116
2023-12-02T00:00:00,Grizzlies,Away,27,24,21,37,109
2023-12-01T00:00:00,Grizzlies,Away,28,31,20,29,108
2023-11-29T00:00:00,Grizzlies,Home,24,36,28,17,105
2023-11-26T00:00:00,Grizzlies,Home,26,17,23,31,97
2023-11-24T00:00:00,Grizzlies,Home,27,22,24,16,89
2023-11-22T00:00:00,Grizzlies,Away,28,18,22,23,91
2023-11-19T00:00:00,Grizzlies,Home,27,26,23,24,100
2023-11-18T00:00:00,Grizzlies,Away,26,25,36,33,120
2023-11-14T00:00:00,Grizzlies,Away,26,25,35,21,107
2023-11-12T00:00:00,Grizzlies,Away,33,19,27,26,105
2023-11-10T00:00:00,Grizzlies,Home,32,31,32,26,121
2023-11-08T00:00:00,Grizzlies,Home,26,20,30,26,102
2023-11-05T00:00:00,Grizzlies,Away,30,33,19,30,112
2023-11-03T00:00:00,Grizzlies,Away,26,27,24,25,102
2023-11-01T00:00:00,Grizzlies,Away,19,27,33,30,109
2023-10-30T00:00:00,Grizzlies,Home,36,25,25,24,110
2023-10-28T00:00:00,Grizzlies,Away,22,24,34,26,106
2023-10-27T00:00:00,Grizzlies,Home,18,38,23,25,104
2023-10-25T00:00:00,Grizzlies,Home,28,19,23,34,104
2023-12-17T00:00:00,Wizards,Away,29,29,31,19,108
2023-12-15T00:00:00,Wizards,Home,30,39,39,29,137
2023-12-13T00:00:00,Wizards,Home,30,34,29,29,122
2023-12-11T00:00:00,Wizards,Away,27,19,21,34,101
2023-12-08T00:00:00,Wizards,Away,18,29,24,26,97
2023-12-06T00:00:00,Wizards,Home,29,33,33,31,126
2023-12-01T00:00:00,Wizards,Away,36,25,28,36,125
2023-11-29T00:00:00,Wizards,Away,26,30,33,31,120
2023-11-27T00:00:00,Wizards,Away,31,26,37,32,126
2023-11-25T00:00:00,Wizards,Home,30,28,20,30,108
2023-11-24T00:00:00,Wizards,Away,35,26,28,39,128
2023-11-22T00:00:00,Wizards,Away,24,32,35,23,114
2023-11-20T00:00:00,Wizards,Home,27,38,37,27,129
2023-11-17T00:00:00,Wizards,Home,25,29,30,15,99
2023-11-15T00:00:00,Wizards,Home,26,25,32,34,117
2023-11-13T00:00:00,Wizards,Away,32,32,27,16,107
2023-11-12T00:00:00,Wizards,Away,15,26,31,22,94
2023-11-10T00:00:00,Wizards,Home,27,36,34,20,117
2023-11-08T00:00:00,Wizards,Away,24,41,38,29,132
2023-11-06T00:00:00,Wizards,Away,24,34,40,30,128
2023-11-03T00:00:00,Wizards,Away,34,20,27,33,114
2023-11-01T00:00:00,Wizards,Away,30,21,31,39,121
2023-10-30T00:00:00,Wizards,Home,19,32,24,32,107
2023-10-28T00:00:00,Wizards,Home,25,37,30,21,113
2023-10-25T00:00:00,Wizards,Away,39,29,28,24,120
2023-12-16T00:00:00,Pistons,Away,20,36,27,31,114
2023-12-15T00:00:00,Pistons,Away,22,17,23,30,92
2023-12-13T00:00:00,Pistons,Home,26,30,24,31,111
2023-12-11T00:00:00,Pistons,Home,36,25,32,30,123
2023-12-08T00:00:00,Pistons,Away,23,21,24,23,91
2023-12-06T00:00:00,Pistons,Home,29,27,28,18,102
2023-12-02T00:00:00,Pistons,Home,30,18,34,19,101
2023-11-30T00:00:00,Pistons,Away,17,37,33,25,112
2023-11-29T00:00:00,Pistons,Home,24,24,28,31,107
2023-11-27T00:00:00,Pistons,Home,27,27,29,24,107
2023-11-24T00:00:00,Pistons,Away,26,37,33,17,113
2023-11-20T00:00:00,Pistons,Home,23,32,24,24,103
2023-11-19T00:00:00,Pistons,Away,20,25,27,41,113
2023-11-17T00:00:00,Pistons,Away,26,19,28,27,100
2023-11-14T00:00:00,Pistons,Home,29,31,31,29,120
2023-11-12T00:00:00,Pistons,Away,31,19,31,27,108
2023-11-10T00:00:00,Pistons,Home,33,23,21,29,106
2023-11-08T00:00:00,Pistons,Away,23,29,43,23,118
2023-11-06T00:00:00,Pistons,Home,26,22,34,27,109
2023-11-05T00:00:00,Pistons,Home,27,22,31,26,106
2023-11-02T00:00:00,Pistons,Away,29,20,34,33,116
2023-11-01T00:00:00,Pistons,Home,32,27,25,17,101
2023-10-30T00:00:00,Pistons,Away,21,26,32,33,112
2023-10-28T00:00:00,Pistons,Home,29,28,27,34,118
2023-10-27T00:00:00,Pistons,Away,32,22,29,28,111
2023-10-25T00:00:00,Pistons,Away,29,18,28,27,102
2023-12-16T00:00:00,Hornets,Home,17,27,15,23,82
2023-12-15T00:00:00,Hornets,Home,20,19,37,31,107
2023-12-13T00:00:00,Hornets,Away,23,22,25,34,104
2023-12-11T00:00:00,Hornets,Home,24,26,27,37,114
2023-12-08T00:00:00,Hornets,Home,35,31,24,29,119
2023-12-06T00:00:00,Hornets,Away,24,20,20,36,100
2023-12-02T00:00:00,Hornets,Home,23,36,28,30,117
2023-11-30T00:00:00,Hornets,Away,31,42,29,27,129
2023-11-28T00:00:00,Hornets,Away,16,28,22,25,91
2023-11-26T00:00:00,Hornets,Away,33,24,29,31,117
2023-11-22T00:00:00,Hornets,Home,21,28,29,39,117
2023-11-20T00:00:00,Hornets,Home,25,29,27,27,108
2023-11-18T00:00:00,Hornets,Home,19,31,30,28,108
2023-11-17T00:00:00,Hornets,Home,37,20,24,18,99
2023-11-14T00:00:00,Hornets,Home,32,16,32,25,105
2023-11-12T00:00:00,Hornets,Away,25,29,25,28,107
2023-11-10T00:00:00,Hornets,Away,22,35,31,36,124
2023-11-08T00:00:00,Hornets,Home,29,17,38,32,116
2023-11-05T00:00:00,Hornets,Away,31,31,22,34,118
2023-11-04T00:00:00,Hornets,Away,27,27,38,33,125
2023-11-01T00:00:00,Hornets,Away,27,31,20,41,119
2023-10-30T00:00:00,Hornets,Home,23,32,28,38,121
2023-10-27T00:00:00,Hornets,Home,21,26,28,24,99
2023-10-25T00:00:00,Hornets,Home,25,26,27,38,116
